Index,SMC,SMC+GNN,SMC+PSO,SMC+GA
0,-1.0259993957510236,-1.2047114372253418,0.016099505598831665,0.8290110159608431
1,-1.0140196853117425,-1.2014524936676025,2.1440036046790394,0.45195343110460096
2,-1.0061832348136321,-1.1993911266326904,1.2238841062934942,0.38446096192422186
3,-0.9972003331911292,-1.1970720291137695,2.2100425948479434,1.2515102304312786
4,-0.9878104745736962,-1.1947027444839478,1.1487589203003714,-0.1130914414872195
5,-0.9812969499564923,-1.19310462474823,0.7476442090947376,0.70048386060007
6,-0.9748432360690165,-1.191549301147461,0.49882916281530665,0.028978166668352512
7,-0.9669288067402615,-1.189672589302063,-0.19113411988071938,1.2202978815901262
8,-0.9606030870822204,-1.1882082223892212,0.08676648657204489,0.7559873391086824
9,-0.953339254605527,-1.1865555047988892,0.6409437116286553,1.3307600674275397
10,-0.945654803957684,-1.1848423480987549,3.798371536260684,0.7898841972007702
11,-0.9390223304937781,-1.1833994388580322,1.3096772123172649,-0.20569098739875824
12,-0.9292286033478503,-1.1813019514083862,1.409271514794416,1.1811325005340527
13,-0.9221022191929207,-1.1798266172409058,2.446013044734895,1.2972094659670002
14,-0.9156698616520216,-1.178525686264038,3.69828124803978,0.26039610798321144
15,-0.9083530845634201,-1.1770744323730469,-0.574049582231459,0.9965576568233818
16,-0.9017213997846137,-1.1734408140182495,0.7563253360743312,0.42563085709750215
17,-0.8937635417767618,-1.1690773963928223,-0.4931306861690311,0.7566744171603632
18,-0.8878585306811364,-1.1658679246902466,0.4072320537928835,1.0180908225629228
19,-0.8804878337766064,-1.1618832349777222,-0.45573566226188766,0.11005672160339153
20,-0.8736307489070236,-1.158204197883606,-0.1831421421384657,0.4372840949901525
21,-0.8675703694884696,-1.15497624874115,4.579676379924337,1.3464416313689287
22,-0.8606692767543134,-1.1513214111328125,1.9477436872510583,0.4109400044954773
23,-0.8549910778164331,-1.1483370065689087,-0.76784892160438,-0.027286349701111545
24,-0.8484786640550346,-1.144932508468628,0.04591489277471694,0.9147190451348554
25,-0.8420133745611299,-1.141574501991272,2.908644492353832,1.2063885636623364
26,-0.8340185904255873,-1.1374467611312866,2.0900749807325156,0.7794770355670992
27,-0.828221413185125,-1.134480595588684,4.720602403423666,1.5266750074536453
28,-0.8228824023288865,-1.131765604019165,5.317262060349774,0.18178056960315847
29,-0.816732206789873,-1.1286532878875732,3.313423656829388,0.4073702443734305
